id,label,text,url,email,phone,source,intent_type,malicious,threat_level,linked_to,rewritten_text
smishing,Jefferson-Johnson requires immediate verification of your account. Visit https://hughes-joyce.com/ or call +1-298-220-6450x114.,http://wade.com/,no,no,telegram,phishing,yes,high,phishing_site,no,http://w@d3.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Collins PLC on 1995-07-14.",no,everettkathy@yahoo.com,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Powell, Smith and Eaton on 2000-05-01.",no,hmelendez@lane.com,no,sms,notification,no,none,none,no,n0
smishing,"Fletcher, Haynes and Velasquez requires immediate verification of your account. Visit http://www.mendez.org/ or call (505)369-1970.",https://phillips-miller.com/,no,no,telegram,malware,yes,critical,phishing_site,no,https://ph1ll1ps-m1ll3r.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Mullins, Jennings and Townsend on 2005-11-13.",https://www.carr.com/,no,no,sms,notification,no,none,none,no,https://www.c@rr.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Sandoval-Wilson on 1989-12-23.",https://lawrence.com/,melissa16@hotmail.com,(873)081-4807,email,notification,no,none,none,no,https://l@wr3nc3.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Long, White and Sanders on 1985-01-21.",no,rrice@reynolds.com,457-521-3947x728,app,notification,no,none,none,no,n0
smishing,Rodriguez-Anderson requires immediate verification of your account. Visit https://harris.com/ or call (856)171-6069x91979.,http://www.webb-ayers.biz/,rodgerslisa@arellano.net,420-204-7072,sms,phishing,yes,critical,malware_app,no,http://www.w3bb-@y3rs.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Simpson and Sons on 2012-06-06.",no,huffmanalexis@gmail.com,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Miller-Russell on 1973-04-30.",no,ronald75@yahoo.com,1502688218,app,notification,no,none,none,no,n0
smishing,Simmons-Fernandez requires immediate verification of your account. Visit https://www.evans-white.biz/ or call 311.341.3973.,no,anthony63@thomas-kirk.info,no,sms,malware,yes,critical,fraudulent_entity,no,n0
smishing,Preston LLC requires immediate verification of your account. Visit http://www.jones.com/ or call (853)055-5500x71974.,https://www.king-hernandez.com/,chad60@moore.com,no,telegram,scam,yes,high,malware_app,no,https://www.k1ng-h3rn@nd3z.c0m/
smishing,Rodriguez-Odonnell requires immediate verification of your account. Visit https://castillo.com/ or call (172)920-5580x00306.,https://harrington.net/,robertschristopher@garcia.com,no,sms,data theft,yes,high,malware_app,no,https://h@rr1ngt0n.n3t/
smishing,Holt-Nunez requires immediate verification of your account. Visit http://young.net/ or call 721-088-2781x2041.,https://wells.com/,ross51@gross.com,001-275-281-6327x1190,sms,scam,yes,high,malware_app,no,https://w3lls.c0m/
smishing,"Henson, Hartman and Yoder requires immediate verification of your account. Visit https://fox-mora.com/ or call +1-968-461-8699.",http://www.anderson.com/,benjamingarcia@hotmail.com,272.296.4033,whatsapp,scam,yes,high,fraudulent_entity,no,http://www.@nd3rs0n.c0m/
smishing,Dennis-Hernandez requires immediate verification of your account. Visit https://flores.com/ or call 001-989-875-5860.,http://harris.com/,perrylindsey@brewer.com,001-614-365-2042x059,sms,data theft,yes,critical,malware_app,no,http://h@rr1s.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Schneider, Morris and Khan on 1999-02-14.",http://stanley-jones.com/,rickystewart@kennedy.org,no,email,notification,no,none,none,no,http://st@nl3y-j0n3s.c0m/
smishing,"Matthews, Jones and Sullivan requires immediate verification of your account. Visit https://webb.net/ or call 001-921-288-7207x185.",http://garcia.com/,no,no,sms,scam,yes,high,malware_app,no,http://g@rc1@.c0m/
smishing,Beasley-Case requires immediate verification of your account. Visit http://garcia-williamson.com/ or call +1-228-921-8587x3762.,http://norris-harmon.info/,rogersmichael@hotmail.com,470-642-1848,whatsapp,scam,yes,critical,phishing_site,no,http://n0rr1s-h@rm0n.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Warner-Simmons on 2009-04-20.",https://martinez.net/,no,no,sms,notification,no,none,none,no,https://m@rt1n3z.n3t/
smishing,"Lucas, Young and Le requires immediate verification of your account. Visit http://johnson.com/ or call +1-853-141-8414x083.",https://foster.com/,no,+1-969-656-5118x6502,telegram,data theft,yes,critical,phishing_site,no,https://f0st3r.c0m/
smishing,Lawrence-Cervantes requires immediate verification of your account. Visit https://www.huang-lewis.biz/ or call 223-954-6427x1625.,http://www.simpson.com/,mryan@yahoo.com,no,whatsapp,scam,yes,critical,malware_app,no,http://www.s1mps0n.c0m/
smishing,"Rodriguez, Ramirez and Austin requires immediate verification of your account. Visit http://www.mayer.biz/ or call 200.447.4852.",https://king.info/,no,no,whatsapp,scam,yes,critical,phishing_site,no,https://k1ng.1nf0/
smishing,Dyer and Sons requires immediate verification of your account. Visit https://www.bryant.com/ or call +1-784-461-4840.,https://jimenez.com/,lindsey24@hotmail.com,no,whatsapp,phishing,yes,critical,malware_app,no,https://j1m3n3z.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Castro-Morales on 1989-01-03.",no,austinsamantha@gmail.com,no,sms,notification,no,none,none,no,n0
smishing,Hanson LLC requires immediate verification of your account. Visit http://www.russell.net/ or call 993.998.1696.,http://ramirez-andrews.org/,wpadilla@yahoo.com,no,sms,scam,yes,high,phishing_site,no,http://r@m1r3z-@ndr3ws.0rg/
smishing,Williams-Clark requires immediate verification of your account. Visit http://palmer-washington.com/ or call +1-669-233-3641x491.,http://james-harris.com/,no,no,sms,scam,yes,high,malware_app,no,http://j@m3s-h@rr1s.c0m/
smishing,"Morris, Barr and Pearson requires immediate verification of your account. Visit https://www.burns-paul.biz/ or call 628.538.2256x0059.",no,tarawilliams@moore-ferguson.com,no,sms,data theft,yes,high,fraudulent_entity,no,n0
smishing,"Sharp, Washington and Garcia requires immediate verification of your account. Visit http://taylor.com/ or call +1-850-171-9352x339.",http://mueller-sloan.com/,no,679.404.3329x803,telegram,phishing,yes,critical,malware_app,no,http://mu3ll3r-sl0@n.c0m/
smishing,Scott Group requires immediate verification of your account. Visit https://patterson-cunningham.com/ or call 001-400-772-8949x7159.,http://www.ward.com/,no,896.465.1616x6418,telegram,malware,yes,critical,malware_app,no,http://www.w@rd.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Holmes, Boyd and Figueroa on 1995-07-19.",http://winters-moore.net/,no,no,app,notification,no,none,none,no,http://w1nt3rs-m00r3.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Guzman-Baker on 2018-07-25.",https://baker-smith.biz/,no,no,email,notification,no,none,none,no,https://b@k3r-sm1th.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Taylor PLC on 2009-05-10.",no,no,(144)697-2699x522,sms,notification,no,none,none,no,n0
smishing,"Oneal, Meyer and Grimes requires immediate verification of your account. Visit http://www.reed.com/ or call +1-915-901-0504x4666.",http://www.massey.biz/,michaelaustin@jones-manning.com,+1-041-411-9447x545,whatsapp,phishing,yes,high,phishing_site,no,http://www.m@ss3y.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Davis, Foley and Bennett on 1993-12-21.",no,paulasmith@foster-simpson.com,no,email,notification,no,none,none,no,n0
smishing,"Kline, Armstrong and Williams requires immediate verification of your account. Visit https://www.jackson.com/ or call 126.231.2343x30993.",https://vang-gomez.biz/,margaret67@chavez.com,(522)575-1213x339,telegram,phishing,yes,high,fraudulent_entity,no,https://v@ng-g0m3z.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Branch, Hull and Hall on 1995-02-22.",no,ffoley@johnson-flowers.com,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Jones and Sons on 2017-04-15.",no,robertcooke@warren.com,852-269-0963,sms,notification,no,none,none,no,n0
smishing,"Bauer, Williams and Klein requires immediate verification of your account. Visit https://www.gill-walls.net/ or call 713-910-2639x2657.",http://www.collins.net/,cindy58@alvarado.biz,(936)971-8874,sms,scam,yes,critical,malware_app,no,http://www.c0ll1ns.n3t/
non-smishing,"Hi, this is a reminder for your appointment at King-Harrison on 1988-04-04.",https://www.lowe.org/,wyattemily@yahoo.com,no,app,notification,no,none,none,no,https://www.l0w3.0rg/
smishing,Patton-Martin requires immediate verification of your account. Visit https://richardson.com/ or call 856-093-7813x629.,no,pwilson@lee.com,585.852.0991,telegram,scam,yes,high,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Duran PLC on 1973-06-20.",no,keith67@gmail.com,031-749-3057,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Murphy Ltd on 2008-08-07.",no,no,no,email,notification,no,none,none,no,n0
smishing,"Sampson, Kelly and Shepherd requires immediate verification of your account. Visit http://www.henderson.biz/ or call 589.085.4249x08636.",no,raymond08@hotmail.com,no,whatsapp,data theft,yes,critical,fraudulent_entity,no,n0
smishing,Escobar LLC requires immediate verification of your account. Visit https://underwood.info/ or call 437.309.6256x19328.,http://house-gonzalez.biz/,blankenshipclaudia@gmail.com,425-589-7475x8106,sms,malware,yes,high,fraudulent_entity,no,http://h0us3-g0nz@l3z.b1z/
smishing,Waters-Taylor requires immediate verification of your account. Visit http://martinez.info/ or call 784.122.0650.,https://www.sherman.com/,salazarsteven@gmail.com,023.723.6203,whatsapp,data theft,yes,high,fraudulent_entity,no,https://www.sh3rm@n.c0m/
smishing,Smith-Johnson requires immediate verification of your account. Visit http://garcia-fleming.com/ or call 483-688-5371x252.,no,aaron53@yahoo.com,+1-424-597-2500x5630,telegram,malware,yes,critical,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Orr, Church and Johnson on 1987-05-13.",no,fowlerjerome@hotmail.com,no,email,notification,no,none,none,no,n0
smishing,"Paul, Vargas and Moore requires immediate verification of your account. Visit https://reeves.com/ or call (827)198-0292x1776.",no,brooke51@gmail.com,-8174,sms,scam,yes,high,fraudulent_entity,no,n0
smishing,Mueller LLC requires immediate verification of your account. Visit http://www.gould.info/ or call 814.337.7296.,https://reyes.net/,william33@hudson.org,+1-204-816-0741x800,sms,malware,yes,high,phishing_site,no,https://r3y3s.n3t/
smishing,Duffy PLC requires immediate verification of your account. Visit https://www.baldwin.com/ or call 2895488543.,no,no,no,telegram,data theft,yes,critical,fraudulent_entity,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Jacobs-Miller on 2017-06-13.",no,lisa60@payne-orozco.info,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Goodwin Ltd on 2001-02-04.",no,no,no,sms,notification,no,none,none,no,n0
smishing,Bennett Group requires immediate verification of your account. Visit https://valencia.org/ or call +1-042-940-1058x8007.,https://www.rodriguez-nguyen.com/,banderson@webb.com,no,sms,data theft,yes,critical,malware_app,no,https://www.r0dr1gu3z-nguy3n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Schneider Group on 1981-04-11.",no,no,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Smith, King and Wood on 1978-05-30.",no,no,no,email,notification,no,none,none,no,n0
smishing,Tapia-Jones requires immediate verification of your account. Visit http://welch.com/ or call 001-024-925-5491x899.,http://www.wright.com/,karen04@fernandez.info,001-173-401-4866,telegram,scam,yes,high,malware_app,no,http://www.wr1ght.c0m/
smishing,"Miller, Welch and White requires immediate verification of your account. Visit http://www.scott.net/ or call 6722218146.",http://www.fuentes-howell.com/,mitchellmichelle@hotmail.com,no,whatsapp,malware,yes,critical,malware_app,no,http://www.fu3nt3s-h0w3ll.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Carter Ltd on 1979-10-23.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Mcclure, Miller and Flores on 1995-05-30.",http://day.com/,chad04@rangel.com,no,app,notification,no,none,none,no,http://d@y.c0m/
smishing,"Anderson, Schultz and Jackson requires immediate verification of your account. Visit https://www.reyes.com/ or call +1-357-852-5040x748.",http://www.perez.com/,no,001-579-102-3872x96800,sms,scam,yes,critical,malware_app,no,http://www.p3r3z.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Simmons-Martinez on 1995-02-04.",http://scott.com/,no,no,sms,notification,no,none,none,no,http://sc0tt.c0m/
smishing,Smith LLC requires immediate verification of your account. Visit http://welch.com/ or call 893.888.9610x53199.,https://www.callahan-carter.net/,no,+1-443-466-6003x731,whatsapp,scam,yes,high,malware_app,no,https://www.c@ll@h@n-c@rt3r.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Richard, Myers and Smith on 1973-06-09.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Weaver LLC on 1997-12-19.",no,cochraneric@yahoo.com,no,sms,notification,no,none,none,no,n0
smishing,Padilla-Grimes requires immediate verification of your account. Visit https://www.brooks.com/ or call (764)606-8122.,http://sutton.com/,no,no,whatsapp,data theft,yes,high,fraudulent_entity,no,http://sutt0n.c0m/
smishing,"Booker, Moore and Norman requires immediate verification of your account. Visit https://barnes-garza.com/ or call 375.765.0006x14219.",http://www.harrison-edwards.net/,no,no,sms,phishing,yes,critical,phishing_site,no,http://www.h@rr1s0n-3dw@rds.n3t/
smishing,"Davis, Brown and White requires immediate verification of your account. Visit https://moore-james.com/ or call (988)577-0672.",http://vega.com/,brownjohnathan@conner.com,+1-505-460-3704x41216,telegram,scam,yes,critical,malware_app,no,http://v3g@.c0m/
smishing,"Stein, Rodriguez and Wheeler requires immediate verification of your account. Visit http://www.jackson-garcia.com/ or call (467)317-1546x6090.",http://www.nelson.com/,brittney85@braun.com,(225)441-8110x9029,whatsapp,phishing,yes,critical,fraudulent_entity,no,http://www.n3ls0n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Gomez Inc on 1985-03-22.",http://www.torres.org/,no,no,email,notification,no,none,none,no,http://www.t0rr3s.0rg/
smishing,"Hicks, Baldwin and Taylor requires immediate verification of your account. Visit http://chapman.com/ or call 8460483164.",https://www.bates-riley.info/,no,001-271-573-8096x0738,whatsapp,malware,yes,critical,phishing_site,no,https://www.b@t3s-r1l3y.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Rice, Scott and Rios on 2019-05-07.",no,no,no,app,notification,no,none,none,no,n0
smishing,Lloyd-Arnold requires immediate verification of your account. Visit https://carson.com/ or call +1-331-366-8194.,http://cuevas.com/,reedmatthew@yahoo.com,(095)235-4920x859,whatsapp,malware,yes,high,malware_app,no,http://cu3v@s.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Mcdonald-Johnson on 1978-07-11.",no,no,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Hill LLC on 2019-10-12.",no,ujones@mccann-evans.org,736.939.8496x182,email,notification,no,none,none,no,n0
smishing,"Hernandez, Bennett and Johnston requires immediate verification of your account. Visit https://robinson-ochoa.com/ or call (516)564-0044.",https://nash.com/,smithmatthew@gmail.com,no,sms,scam,yes,critical,malware_app,no,https://n@sh.c0m/
smishing,"Cantu, Burns and Cuevas requires immediate verification of your account. Visit https://www.smith.com/ or call 747.558.2008x4958.",https://www.barrett-phillips.org/,dsmith@yahoo.com,no,whatsapp,phishing,yes,high,malware_app,no,https://www.b@rr3tt-ph1ll1ps.0rg/
smishing,Preston-Rogers requires immediate verification of your account. Visit http://www.anderson-mejia.com/ or call +1-241-549-7103x650.,https://www.mueller-jimenez.info/,andersonnatalie@hotmail.com,no,sms,data theft,yes,high,phishing_site,no,https://www.mu3ll3r-j1m3n3z.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Brown-Wagner on 2003-11-06.",no,no,no,sms,notification,no,none,none,no,n0
smishing,"Jones, Schmidt and Scott requires immediate verification of your account. Visit http://bennett.com/ or call 186-465-7355.",http://www.trujillo.com/,joe84@yahoo.com,001-837-103-8092,whatsapp,phishing,yes,critical,malware_app,no,http://www.truj1ll0.c0m/
smishing,Huynh Ltd requires immediate verification of your account. Visit https://www.lawson.biz/ or call 274-339-4567x8482.,https://www.peck.org/,itravis@barry-hernandez.com,no,sms,data theft,yes,high,phishing_site,no,https://www.p3ck.0rg/
smishing,Johnson-Dean requires immediate verification of your account. Visit https://www.griffin.com/ or call 001-014-622-2698x7170.,no,no,(619)712-6388,sms,data theft,yes,high,fraudulent_entity,no,n0
smishing,"Fowler, Thompson and Martinez requires immediate verification of your account. Visit http://valdez.com/ or call 001-999-931-6388x0934.",https://mathews.com/,angelawatts@hendrix.info,no,sms,scam,yes,critical,phishing_site,no,https://m@th3ws.c0m/
smishing,"Leonard, Brown and Jordan requires immediate verification of your account. Visit http://www.clark-lewis.net/ or call +1-460-763-3702x948.",https://martin.com/,tmiller@gmail.com,001-252-780-1840x56862,whatsapp,scam,yes,high,phishing_site,no,https://m@rt1n.c0m/
smishing,Nichols and Sons requires immediate verification of your account. Visit https://www.west.com/ or call 642.194.9346.,no,no,no,whatsapp,scam,yes,critical,phishing_site,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Valentine, Campos and White on 1975-01-07.",https://www.acosta-gardner.info/,lucerocorey@yahoo.com,no,app,notification,no,none,none,no,https://www.@c0st@-g@rdn3r.1nf0/
smishing,Kidd-Marshall requires immediate verification of your account. Visit https://www.garcia.com/ or call +1-507-792-0980.,http://www.smith-fitzgerald.com/,linda39@jackson-gomez.org,no,sms,data theft,yes,critical,phishing_site,no,http://www.sm1th-f1tzg3r@ld.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Thomas-Fields on 2001-07-14.",no,apriljones@ryan.net,no,sms,notification,no,none,none,no,n0
smishing,Valdez LLC requires immediate verification of your account. Visit https://hodges.info/ or call 001-995-008-2499x006.,https://www.montoya.com/,no,636.294.8921x982,telegram,malware,yes,high,fraudulent_entity,no,https://www.m0nt0y@.c0m/
smishing,"Walker, Alvarado and Alexander requires immediate verification of your account. Visit http://www.norman.com/ or call 001-599-195-5596x6725.",https://williams.net/,holderthomas@yahoo.com,no,whatsapp,malware,yes,critical,malware_app,no,https://w1ll1@ms.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Cox-Huang on 2014-07-24.",no,josehayden@oconnell.com,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Gonzalez, Navarro and Black on 1975-05-14.",http://johnson.com/,blackburnjaime@garcia.com,8925503520,email,notification,no,none,none,no,http://j0hns0n.c0m/
smishing,Bowman LLC requires immediate verification of your account. Visit http://hamilton.com/ or call 407.358.4490x8253.,no,kennethortiz@santiago.com,no,telegram,scam,yes,critical,malware_app,no,n0
smishing,Cook and Sons requires immediate verification of your account. Visit http://carter.com/ or call (849)380-3483.,https://jones.com/,erica50@gmail.com,no,telegram,phishing,yes,high,fraudulent_entity,no,https://j0n3s.c0m/
smishing,Mills-Andersen requires immediate verification of your account. Visit http://johnson.com/ or call (227)402-9042x749.,http://massey.biz/,ghammond@yahoo.com,(308)384-3146x375,whatsapp,data theft,yes,critical,malware_app,no,http://m@ss3y.b1z/
non-smishing,"Hi, this is a reminder for your appointment at Pope, Perkins and Rogers on 1993-10-21.",http://cook.com/,kimmatthew@yahoo.com,050.905.5031,sms,notification,no,none,none,no,http://c00k.c0m/
smishing,Thompson-Ryan requires immediate verification of your account. Visit https://wallace.com/ or call 001-486-864-1214.,https://www.williams.com/,sbennett@patrick.org,269.373.5302,sms,phishing,yes,critical,phishing_site,no,https://www.w1ll1@ms.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Benson, Lindsey and Lane on 2010-03-02.",http://johnson.net/,rspencer@stevens.com,no,sms,notification,no,none,none,no,http://j0hns0n.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Mcbride PLC on 1998-06-13.",no,christinefischer@gmail.com,476-576-9070,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Hubbard-Howell on 1986-03-29.",no,no,no,sms,notification,no,none,none,no,n0
smishing,"Church, Robinson and Murray requires immediate verification of your account. Visit https://cooper.org/ or call 001-113-810-9960x21168.",https://navarro-brown.com/,owendonald@gmail.com,no,whatsapp,phishing,yes,critical,fraudulent_entity,no,https://n@v@rr0-br0wn.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Wright, Johnson and Bryan on 1997-12-30.",no,no,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Robinson, Tucker and Mitchell on 2000-09-05.",no,no,465.122.5917,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Whitaker-Kaufman on 1974-08-11.",no,alexpayne@jennings-ramos.net,no,sms,notification,no,none,none,no,n0
smishing,Martinez Group requires immediate verification of your account. Visit https://www.king.org/ or call (678)246-7130x309.,no,no,001-170-420-3832x4406,whatsapp,data theft,yes,high,fraudulent_entity,no,n0
smishing,"Henderson, Kerr and Lang requires immediate verification of your account. Visit http://dudley.com/ or call +1-663-839-7261x600.",no,lstrong@gmail.com,no,whatsapp,malware,yes,critical,fraudulent_entity,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Pierce-Wilson on 1981-12-30.",no,pamela03@bond-frye.com,no,sms,notification,no,none,none,no,n0
smishing,Davis-Santos requires immediate verification of your account. Visit https://hudson.com/ or call (070)251-8126x75049.,http://potter.net/,no,001-626-839-5181x5118,whatsapp,data theft,yes,critical,malware_app,no,http://p0tt3r.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Conrad-Stuart on 1982-03-28.",no,srice@jackson.com,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Hill PLC on 1983-01-14.",no,gilbertmichael@holmes.com,(438)149-7667x556,app,notification,no,none,none,no,n0
smishing,Cohen-Johnson requires immediate verification of your account. Visit http://www.mahoney-stewart.com/ or call (279)572-4690x1238.,no,leebryan@ayala.net,(531)366-3037,whatsapp,data theft,yes,high,fraudulent_entity,no,n0
smishing,Thomas LLC requires immediate verification of your account. Visit http://robertson-stewart.com/ or call 001-378-235-1118x5216.,https://nunez.net/,christopherhendrix@gmail.com,no,sms,data theft,yes,high,phishing_site,no,https://nun3z.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Solis PLC on 2016-11-10.",no,jacobmoore@patel-finley.com,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Porter, Williams and Parks on 1992-06-24.",no,no,no,email,notification,no,none,none,no,n0
smishing,Vincent Ltd requires immediate verification of your account. Visit https://www.wheeler.com/ or call 380.164.7099.,https://saunders.com/,kristin98@hotmail.com,+1-204-297-6164x362,sms,phishing,yes,critical,phishing_site,no,https://s@und3rs.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Copeland-Perez on 2006-06-17.",http://copeland-russell.com/,no,942-899-4486x703,sms,notification,no,none,none,no,http://c0p3l@nd-russ3ll.c0m/
smishing,"Green, Clay and Rios requires immediate verification of your account. Visit https://www.freeman.com/ or call +1-125-733-1797.",https://www.young.com/,cassandra65@taylor.info,836.665.1895x8155,sms,scam,yes,high,fraudulent_entity,no,https://www.y0ung.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Horne-Spencer on 1990-10-10.",http://harris.com/,brownjustin@vargas.com,708.260.6141x9912,sms,notification,no,none,none,no,http://h@rr1s.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Armstrong-Leon on 1972-09-05.",no,no,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Palmer LLC on 1971-05-15.",http://www.bennett.info/,oglass@gmail.com,no,sms,notification,no,none,none,no,http://www.b3nn3tt.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Watson, Banks and Davis on 1976-09-14.",no,michaelrobbins@burgess.com,+1-968-213-7038x4636,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Herrera, Galvan and Richards on 1998-10-10.",no,adamstammy@morrow-taylor.com,no,email,notification,no,none,none,no,n0
smishing,Bridges-Wang requires immediate verification of your account. Visit https://gibson-gonzales.com/ or call (630)991-5359x8362.,https://jennings-mathis.info/,no,no,telegram,malware,yes,high,malware_app,no,https://j3nn1ngs-m@th1s.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Thompson Group on 2016-09-09.",no,no,140-920-8404,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Roberts LLC on 1982-07-20.",no,fbrooks@gmail.com,no,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Jacobs LLC on 2008-11-04.",no,greenmicheal@yahoo.com,725.692.1408x334,email,notification,no,none,none,no,n0
smishing,Sanchez LLC requires immediate verification of your account. Visit http://www.navarro-guerrero.net/ or call 001-478-751-2398.,http://www.woods.com/,pricerebecca@yahoo.com,(892)500-0781,whatsapp,phishing,yes,high,fraudulent_entity,no,http://www.w00ds.c0m/
smishing,Warren and Sons requires immediate verification of your account. Visit http://www.martin-francis.com/ or call 001-307-742-2927x73498.,https://wilkerson.com/,no,no,sms,malware,yes,high,phishing_site,no,https://w1lk3rs0n.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Huber Inc on 1989-12-05.",no,no,904.983.4704x6255,email,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Daniel Ltd on 1991-11-07.",no,jessica10@davis-levine.com,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Fields-Rasmussen on 2023-04-28.",no,no,no,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Travis-Price on 2005-12-11.",no,howardroberson@king.com,-7651,email,notification,no,none,none,no,n0
smishing,Price-Blair requires immediate verification of your account. Visit https://www.stewart-santos.org/ or call 561-587-9419x827.,https://www.ball.org/,gomezreginald@davis.com,001-349-962-8788,sms,phishing,yes,critical,malware_app,no,https://www.b@ll.0rg/
non-smishing,"Hi, this is a reminder for your appointment at Schmitt-Ashley on 2013-12-17.",no,krose@salinas.com,no,email,notification,no,none,none,no,n0
smishing,Reed-Roberson requires immediate verification of your account. Visit https://lyons.info/ or call (073)489-0034x74269.,https://www.french.com/,no,(228)585-5492,sms,scam,yes,high,fraudulent_entity,no,https://www.fr3nch.c0m/
non-smishing,"Hi, this is a reminder for your appointment at Villa-Frank on 2019-10-31.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Grant-Acevedo on 2003-09-09.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Moore-Bennett on 2012-07-14.",http://www.wells-fischer.info/,no,no,app,notification,no,none,none,no,http://www.w3lls-f1sch3r.1nf0/
non-smishing,"Hi, this is a reminder for your appointment at Simon LLC on 2000-12-19.",no,no,no,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Kelly, Roberson and Evans on 1993-05-04.",no,no,(156)394-1410,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Diaz-Wright on 2003-11-15.",no,no,no,email,notification,no,none,none,no,n0
smishing,Lopez and Sons requires immediate verification of your account. Visit https://williams-rivera.com/ or call 041.511.5939x409.,https://molina-hayden.net/,jessicamelendez@gmail.com,no,sms,data theft,yes,critical,malware_app,no,https://m0l1n@-h@yd3n.n3t/
non-smishing,"Hi, this is a reminder for your appointment at Herman-Davies on 2000-07-07.",no,no,491.616.8284x7996,app,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Davila PLC on 1986-01-31.",no,thomas89@hotmail.com,001-015-523-5977,sms,notification,no,none,none,no,n0
non-smishing,"Hi, this is a reminder for your appointment at Silva and Sons on 2009-05-14.",http://www.taylor.com/,spearsjulie@yahoo.com,no,app,notification,no,none,none,no,http://www.t@yl0r.c0m/
